map_base,char_base,bpp,score,nonblank_ref_ratio,top_palette_ratio,top_attr_ratio,tile_unique,tile_repeat_ratio,h_or_v_flip_ratio,priority_ratio,pair_repeat_ratio,top_tiles,top_attrs
E000,8000,2,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E000,8000,4,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E000,A000,2,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E000,E000,2,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E000,E000,4,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E800,8000,2,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E800,8000,4,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E800,A000,2,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E800,E000,2,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
E800,E000,4,5.9964,0.0,1.0,1.0,1,0.999,0.0,0.0,0.999,000:1024,p0r0h0v0:1024
9800,E000,4,5.9697,0.0596,0.9814,0.9717,7,0.9932,0.0273,0.0195,0.9859,000:944 0FF:61 300:13 2FF:2 360:2 3FF:1 307:1,p0r0h0v0:995 p7r1h1v1:16 p0r0h0v1:8 p1r1h1v0:2
A000,A000,4,5.9515,0.46,0.9893,0.9834,86,0.916,0.002,0.0039,0.7157,000:396 0FF:54 0FE:38 078:28 0F3:26 0FC:25 0F0:25 0EF:24,p0r0h0v0:1007 p4r0h0v0:4 p0r1h0v0:4 p1r0h0v0:4
D000,6000,2,5.9387,0.9512,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
D000,2000,4,5.9225,0.9404,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
9000,2000,4,5.92,0.9316,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
D000,C000,2,5.9181,0.9375,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
D000,6000,4,5.9167,0.9365,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
D000,4000,4,5.9152,0.9355,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
9800,A000,2,5.9067,0.0176,0.9814,0.9717,7,0.9932,0.0273,0.0195,0.9859,000:944 0FF:61 300:13 2FF:2 360:2 3FF:1 307:1,p0r0h0v0:995 p7r1h1v1:16 p0r0h0v1:8 p1r1h1v0:2
9800,8000,4,5.8818,0.001,0.9814,0.9717,7,0.9932,0.0273,0.0195,0.9859,000:944 0FF:61 300:13 2FF:2 360:2 3FF:1 307:1,p0r0h0v0:995 p7r1h1v1:16 p0r0h0v1:8 p1r1h1v0:2
9800,8000,2,5.8804,0.0,0.9814,0.9717,7,0.9932,0.0273,0.0195,0.9859,000:944 0FF:61 300:13 2FF:2 360:2 3FF:1 307:1,p0r0h0v0:995 p7r1h1v1:16 p0r0h0v1:8 p1r1h1v0:2
9800,E000,2,5.8804,0.0,0.9814,0.9717,7,0.9932,0.0273,0.0195,0.9859,000:944 0FF:61 300:13 2FF:2 360:2 3FF:1 307:1,p0r0h0v0:995 p7r1h1v1:16 p0r0h0v1:8 p1r1h1v0:2
A000,E000,4,5.8738,0.4082,0.9893,0.9834,86,0.916,0.002,0.0039,0.7157,000:396 0FF:54 0FE:38 078:28 0F3:26 0FC:25 0F0:25 0EF:24,p0r0h0v0:1007 p4r0h0v0:4 p0r1h0v0:4 p1r0h0v0:4
8800,0000,2,5.8668,1.0,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
8800,0000,4,5.8668,1.0,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
8800,2000,2,5.8668,1.0,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
8800,4000,2,5.8668,1.0,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
8800,2000,4,5.8214,0.9697,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
F800,8000,2,5.7504,0.625,0.625,0.625,7,0.9932,0.0,0.625,0.9869,08F:640 000:342 002:13 001:13 003:8 004:4 005:4,p2r1h0v0:640 p4r0h0v0:372 p6r0h0v0:5 p5r0h0v0:5
F800,8000,4,5.7504,0.625,0.625,0.625,7,0.9932,0.0,0.625,0.9869,08F:640 000:342 002:13 001:13 003:8 004:4 005:4,p2r1h0v0:640 p4r0h0v0:372 p6r0h0v0:5 p5r0h0v0:5
F800,E000,4,5.7504,0.625,0.625,0.625,7,0.9932,0.0,0.625,0.9869,08F:640 000:342 002:13 001:13 003:8 004:4 005:4,p2r1h0v0:640 p4r0h0v0:372 p6r0h0v0:5 p5r0h0v0:5
9000,6000,2,5.7222,0.7998,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
9000,4000,4,5.7134,0.7939,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
9000,C000,2,5.6666,0.7627,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
D000,C000,4,5.6486,0.7578,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
D800,8000,4,5.6459,0.0752,0.9355,0.9287,55,0.9463,0.0322,0.0381,0.9083,000:898 080:8 060:7 090:6 010:6 040:5 0C0:5 001:4,p0r0h0v0:951 p4r1h0v0:12 p6r1h0v0:6 p6r1h0v1:5
D800,8000,2,5.6225,0.0596,0.9355,0.9287,55,0.9463,0.0322,0.0381,0.9083,000:898 080:8 060:7 090:6 010:6 040:5 0C0:5 001:4,p0r0h0v0:951 p4r1h0v0:12 p6r1h0v0:6 p6r1h0v1:5
D800,A000,2,5.6152,0.0547,0.9355,0.9287,55,0.9463,0.0322,0.0381,0.9083,000:898 080:8 060:7 090:6 010:6 040:5 0C0:5 001:4,p0r0h0v0:951 p4r1h0v0:12 p6r1h0v0:6 p6r1h0v1:5
F000,A000,2,5.5964,0.0,1.0,1.0,1,0.999,0.0,1.0,0.999,08F:1024,p2r1h0v0:1024
F000,A000,4,5.5964,0.0,1.0,1.0,1,0.999,0.0,1.0,0.999,08F:1024,p2r1h0v0:1024
F000,C000,4,5.5964,0.0,1.0,1.0,1,0.999,0.0,1.0,0.999,08F:1024,p2r1h0v0:1024
F000,E000,2,5.5964,0.0,1.0,1.0,1,0.999,0.0,1.0,0.999,08F:1024,p2r1h0v0:1024
D800,E000,4,5.5829,0.0332,0.9355,0.9287,55,0.9463,0.0322,0.0381,0.9083,000:898 080:8 060:7 090:6 010:6 040:5 0C0:5 001:4,p0r0h0v0:951 p4r1h0v0:12 p6r1h0v0:6 p6r1h0v1:5
9000,6000,4,5.5728,0.7002,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
8800,6000,2,5.5709,0.8027,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
0000,0000,2,5.57,1.0,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
0000,0000,4,5.57,1.0,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
0000,2000,2,5.57,1.0,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
0000,4000,2,5.57,1.0,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
D800,E000,2,5.5698,0.0244,0.9355,0.9287,55,0.9463,0.0322,0.0381,0.9083,000:898 080:8 060:7 090:6 010:6 040:5 0C0:5 001:4,p0r0h0v0:951 p4r1h0v0:12 p6r1h0v0:6 p6r1h0v1:5
8800,4000,4,5.5607,0.7959,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
9000,E000,4,5.5523,0.6865,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
8800,6000,4,5.5328,0.7773,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
D000,A000,4,5.5212,0.6729,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
8800,C000,2,5.5021,0.7568,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
A000,A000,2,5.4388,0.1182,0.9893,0.9834,86,0.916,0.002,0.0039,0.7157,000:396 0FF:54 0FE:38 078:28 0F3:26 0FC:25 0F0:25 0EF:24,p0r0h0v0:1007 p4r0h0v0:4 p0r1h0v0:4 p1r0h0v0:4
A000,8000,2,5.4358,0.1162,0.9893,0.9834,86,0.916,0.002,0.0039,0.7157,000:396 0FF:54 0FE:38 078:28 0F3:26 0FC:25 0F0:25 0EF:24,p0r0h0v0:1007 p4r0h0v0:4 p0r1h0v0:4 p1r0h0v0:4
0000,2000,4,5.4353,0.9102,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
A000,8000,4,5.3978,0.0908,0.9893,0.9834,86,0.916,0.002,0.0039,0.7157,000:396 0FF:54 0FE:38 078:28 0F3:26 0FC:25 0F0:25 0EF:24,p0r0h0v0:1007 p4r0h0v0:4 p0r1h0v0:4 p1r0h0v0:4
F800,A000,4,5.3754,0.375,0.625,0.625,7,0.9932,0.0,0.625,0.9869,08F:640 000:342 002:13 001:13 003:8 004:4 005:4,p2r1h0v0:640 p4r0h0v0:372 p6r0h0v0:5 p5r0h0v0:5
F800,C000,4,5.3754,0.375,0.625,0.625,7,0.9932,0.0,0.625,0.9869,08F:640 000:342 002:13 001:13 003:8 004:4 005:4,p2r1h0v0:640 p4r0h0v0:372 p6r0h0v0:5 p5r0h0v0:5
6800,0000,2,5.3375,1.0,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
6800,0000,4,5.3375,1.0,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
6800,2000,2,5.3375,1.0,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
6800,4000,2,5.3375,1.0,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
A000,E000,2,5.2645,0.002,0.9893,0.9834,86,0.916,0.002,0.0039,0.7157,000:396 0FF:54 0FE:38 078:28 0F3:26 0FC:25 0F0:25 0EF:24,p0r0h0v0:1007 p4r0h0v0:4 p0r1h0v0:4 p1r0h0v0:4
0000,8000,2,5.261,0.7939,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
0000,8000,4,5.261,0.7939,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
8800,A000,4,5.1783,0.541,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
0000,4000,4,5.1496,0.7197,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
0000,6000,2,5.1496,0.7197,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
0000,C000,2,5.1496,0.7197,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
1000,0000,2,5.1344,1.0,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
1000,0000,4,5.1344,1.0,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
1000,2000,2,5.1344,1.0,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
1000,4000,2,5.1344,1.0,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
0800,0000,2,5.1117,1.0,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0800,0000,4,5.1117,1.0,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0800,2000,2,5.1117,1.0,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0800,4000,2,5.1117,1.0,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
8800,C000,4,5.0787,0.4746,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
6800,2000,4,5.0504,0.8086,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
0000,A000,4,5.0149,0.6299,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
7800,0000,2,4.9534,1.0,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7800,0000,4,4.9534,1.0,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7800,2000,2,4.9534,1.0,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7800,4000,2,4.9534,1.0,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7000,0000,2,4.9426,1.0,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7000,0000,4,4.9426,1.0,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7000,2000,2,4.9426,1.0,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7000,4000,2,4.9426,1.0,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
6800,8000,2,4.9244,0.7246,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
6800,8000,4,4.9244,0.7246,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
1000,2000,4,4.903,0.8457,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
F800,A000,2,4.8744,0.041,0.625,0.625,7,0.9932,0.0,0.625,0.9869,08F:640 000:342 002:13 001:13 003:8 004:4 005:4,p2r1h0v0:640 p4r0h0v0:372 p6r0h0v0:5 p5r0h0v0:5
8800,E000,4,4.8429,0.3174,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
0000,E000,2,4.8405,0.5137,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
4000,0000,2,4.8392,1.0,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
